ID,Data Point,Column Name,Category,Sub Category,ACS Variable
798,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Not at All"" 5 to 17",language_speakasianpacificisland_speakenglishnotatall_5to17,Diversity,Language,B16004_018E
799,Language Spoken at Home Speaks Other Language 5 to 17,language_speakother_5to17,Diversity,Language,B16004_019E
800,"Language Spoken at Home Speaks Other Language: Speaks English ""Very Well"" 5 to 17",language_speakother_speakenglishverywell_5to17,Diversity,Language,B16004_020E
801,"Language Spoken at Home Speaks Other Language: Speaks English ""Well"" 5 to 17",language_speakother_speakenglishwell_5to17,Diversity,Language,B16004_021E
802,"Language Spoken at Home Speaks Other Language: Speaks English ""Not Well"" 5 to 17",language_speakother_speakenglishnotwell_5to17,Diversity,Language,B16004_022E
803,"Language Spoken at Home Speaks Other Language: Speaks English ""Not at All"" 5 to 17",language_speakother_speakenglishnotatall_5to17,Diversity,Language,B16004_023E
804,Language Spoken at Home by Ability to Speak English Total 18 to 64,language_total_18to64,Diversity,Language,B16004_024E
805,Language Spoken at Home Speaks Only English 18 to 64,language_speakonlyenglish_18to64,Diversity,Language,B16004_025E
806,Language Spoken at Home Speaks Spanish 18 to 64,language_speakspanish_18to64,Diversity,Language,B16004_026E
807,"Language Spoken at Home Speaks Spanish: Speaks English ""Very Well"" 18 to 64",language_speakspanish_speakenglishverywell_18to64,Diversity,Language,B16004_027E
808,"Language Spoken at Home Speaks Spanish: Speaks English ""Well"" 18 to 64",language_speakspanish_speakenglishwell_18to64,Diversity,Language,B16004_028E
809,"Language Spoken at Home Speaks Spanish: Speaks English ""Not Well"" 18 to 64",language_speakspanish_speakenglishnotwell_18to64,Diversity,Language,B16004_029E
810,"Language Spoken at Home Speaks Spanish: Speaks English ""Not at All"" 18 to 64",language_speakspanish_speakenglishnotatall_18to64,Diversity,Language,B16004_030E
811,Language Spoken at Home Speaks Other Indo-European Language 18 to 64,language_speakotherindoeuro_18to64,Diversity,Language,B16004_031E
812,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Very Well"" 18 to 64",language_speakotherindoeuro_speakenglishverywell_18to64,Diversity,Language,B16004_032E
813,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Well"" 18 to 64",language_speakotherindoeuro_speakenglishwell_18to64,Diversity,Language,B16004_033E
814,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Not Well"" 18 to 64",language_speakotherindoeuro_speakenglishnotwell_18to64,Diversity,Language,B16004_034E
815,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Not at All"" 18 to 64",language_speakotherindoeuro_speakenglishnotatall_18to64,Diversity,Language,B16004_035E
816,Language Spoken at Home Speaks Asian or Pacific Island 18 to 64,language_speakasianpacificisland_18to64,Diversity,Language,B16004_036E
817,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Very Well"" 18 to 64",language_speakasianpacificisland_speakenglishverywell_18to64,Diversity,Language,B16004_037E
818,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Well"" 18 to 64",language_speakasianpacificisland_speakenglishwell_18to64,Diversity,Language,B16004_038E
819,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Not Well"" 18 to 64",language_speakasianpacificisland_speakenglishnotwell_18to64,Diversity,Language,B16004_039E
820,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Not at All"" 18 to 64",language_speakasianpacificisland_speakenglishnotatall_18to64,Diversity,Language,B16004_040E
821,Language Spoken at Home Speaks Other Language 18 to 64,language_speakother_18to64,Diversity,Language,B16004_041E
822,"Language Spoken at Home Speaks Other Language: Speaks English ""Very Well"" 18 to 64",language_speakother_speakenglishverywell_18to64,Diversity,Language,B16004_042E
823,"Language Spoken at Home Speaks Other Language: Speaks English ""Well"" 18 to 64",language_speakother_speakenglishwell_18to64,Diversity,Language,B16004_043E
824,"Language Spoken at Home Speaks Other Language: Speaks English ""Not Well"" 18 to 64",language_speakother_speakenglishnotwell_18to64,Diversity,Language,B16004_044E
825,"Language Spoken at Home Speaks Other Language: Speaks English ""Not at All"" 18 to 64",language_speakother_speakenglishnotatall_18to64,Diversity,Language,B16004_045E
826,Language Spoken at Home by Ability to Speak English Total 65+,language_total_65+,Diversity,Language,B16004_046E
827,Language Spoken at Home Speaks Only English 65+,language_speakonlyenglish_65+,Diversity,Language,B16004_047E
828,Language Spoken at Home Speaks Spanish 65+,language_speakspanish_65+,Diversity,Language,B16004_048E
829,"Language Spoken at Home Speaks Spanish: Speaks English ""Very Well"" 65+",language_speakspanish_speakenglishverywell_65+,Diversity,Language,B16004_049E
830,"Language Spoken at Home Speaks Spanish: Speaks English ""Well"" 65+",language_speakspanish_speakenglishwell_65+,Diversity,Language,B16004_050E
831,"Language Spoken at Home Speaks Spanish: Speaks English ""Not Well"" 65+",language_speakspanish_speakenglishnotwell_65+,Diversity,Language,B16004_051E
832,"Language Spoken at Home Speaks Spanish: Speaks English ""Not at All"" 65+",language_speakspanish_speakenglishnotatall_65+,Diversity,Language,B16004_052E
833,Language Spoken at Home Speaks Other Indo-European Language 65+,language_speakotherindoeuro_65+,Diversity,Language,B16004_053E
834,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Very Well"" 65+",language_speakotherindoeuro_speakenglishverywell_65+,Diversity,Language,B16004_054E
835,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Well"" 65+",language_speakotherindoeuro_speakenglishwell_65+,Diversity,Language,B16004_055E
836,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Not Well"" 65+",language_speakotherindoeuro_speakenglishnotwell_65+,Diversity,Language,B16004_056E
837,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Not at All"" 65+",language_speakotherindoeuro_speakenglishnotatall_65+,Diversity,Language,B16004_057E
838,Language Spoken at Home Speaks Asian or Pacific Island 65+,language_speakasianpacificisland_65+,Diversity,Language,B16004_058E
839,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Very Well"" 65+",language_speakasianpacificisland_speakenglishverywell_65+,Diversity,Language,B16004_059E
840,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Well"" 65+",language_speakasianpacificisland_speakenglishwell_65+,Diversity,Language,B16004_060E
841,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Not Well"" 65+",language_speakasianpacificisland_speakenglishnotwell_65+,Diversity,Language,B16004_061E
842,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Not at All"" 65+",language_speakasianpacificisland_speakenglishnotatall_65+,Diversity,Language,B16004_062E
843,Language Spoken at Home Speaks Other Language 65+,language_speakother_65+,Diversity,Language,B16004_063E
844,"Language Spoken at Home Speaks Other Language: Speaks English ""Very Well"" 65+",language_speakother_speakenglishverywell_65+,Diversity,Language,B16004_064E
845,"Language Spoken at Home Speaks Other Language: Speaks English ""Well"" 65+",language_speakother_speakenglishwell_65+,Diversity,Language,B16004_065E
846,"Language Spoken at Home Speaks Other Language: Speaks English ""Not Well"" 65+",language_speakother_speakenglishnotwell_65+,Diversity,Language,B16004_066E
847,"Language Spoken at Home Speaks Other Language: Speaks English ""Not at All"" 65+",language_speakother_speakenglishnotatall_65+,Diversity,Language,B16004_067E
848,Disability Status by Sex by Age Total Series,disability_sexbyage_total_series,Population,Disability,B18101_001E
849,Disability Total Male,disability_totalmale,Population,Disability,B18101_002E
850,Disability Male Under 5,disability_mu5,Population,Disability,B18101_003E
851,Disability Male Under 5 with Disability,disability_mu5_disability,Population,Disability,B18101_004E
852,Disability Male Under 5 Without Disability,disability_mu5_nodisability,Population,Disability,B18101_005E
853,Disability Male 5 to 17,disability_m5to17,Population,Disability,B18101_006E
854,Disability Male 5 to 17 with Disability,disability_m5to17_disability,Population,Disability,B18101_007E
855,Disability Male 5 to 17 Without Disability,disability_m5to17_nodisability,Population,Disability,B18101_008E
856,Disability Male 18 to 34,disability_m18to34,Population,Disability,B18101_009E
857,Disability Male 18 to 34 with Disability,disability_m18to34_disability,Population,Disability,B18101_010E
858,Disability Male 18 to 34 Without Disability,disability_m18to34_nodisability,Population,Disability,B18101_011E
859,Disability Male 35 to 64,disability_m35to64,Population,Disability,B18101_012E
860,Disability Male 35 to 64 with Disability,disability_m35to64_disability,Population,Disability,B18101_013E
861,Disability Male 35 to 64 Without Disability,disability_m35to64_nodisability,Population,Disability,B18101_014E
862,Disability Male 65 to 74,disability_m65to74,Population,Disability,B18101_015E
863,Disability Male 65 to 74 with Disability,disability_m65to74_disability,Population,Disability,B18101_016E
864,Disability Male 65 to 74 Without Disability,disability_m65to74_nodisability,Population,Disability,B18101_017E
865,Disability Male 75+,disability_m75+,Population,Disability,B18101_018E
866,Disability Male 75+ with Disability,disability_m75+_disability,Population,Disability,B18101_019E
867,Disability Male 75+ Without Disability,disability_m75+_nodisability,Population,Disability,B18101_020E
868,Disability Total Female,disability_totalfemale,Population,Disability,B18101_021E
869,Disability Female Under 5,disability_fu5,Population,Disability,B18101_022E
870,Disability Female Under 5 with Disability,disability_fu5_disability,Population,Disability,B18101_023E
871,Disability Female Under 5 Without Disability,disability_fu5_nodisability,Population,Disability,B18101_024E
872,Disability Female 5 to 17,disability_f5to17,Population,Disability,B18101_025E
873,Disability Female 5 to 17 with Disability,disability_f5to17_disability,Population,Disability,B18101_026E
874,Disability Female 5 to 17 Without Disability,disability_f5to17_nodisability,Population,Disability,B18101_027E
875,Disability Female 18 to 34,disability_f18to34,Population,Disability,B18101_028E
876,Disability Female 18 to 34 with Disability,disability_f18to34_disability,Population,Disability,B18101_029E
877,Disability Female 18 to 34 Without Disability,disability_f18to34_nodisability,Population,Disability,B18101_030E
878,Disability Female 35 to 64,disability_f35to64,Population,Disability,B18101_031E
879,Disability Female 35 to 64 with Disability,disability_f35to64_disability,Population,Disability,B18101_032E
880,Disability Female 35 to 64 Without Disability,disability_f35to64_nodisability,Population,Disability,B18101_033E
881,Disability Female 65 to 74,disability_f65to74,Population,Disability,B18101_034E
882,Disability Female 65 to 74 with Disability,disability_f65to74_disability,Population,Disability,B18101_035E
883,Disability Female 65 to 74 Without Disability,disability_f65to74_nodisability,Population,Disability,B18101_036E
884,Disability Female 75+,disability_f75+,Population,Disability,B18101_037E
885,Disability Female 75+ with Disability,disability_f75+_disability,Population,Disability,B18101_038E
886,Disability Female 75+ Without Disability,disability_f75+_nodisability,Population,Disability,B18101_039E
887,Disability: Hearing Difficulty Status by Sex by Age Total Series,disability_sexbyage_hearing_total_series,Population,Disability,B18102_001E
888,Disability: Hearing Difficulty Total Male,disability_totalmale_hearing,Population,Disability,B18102_002E
889,Disability: Hearing Difficulty Male Under 5,disability_mu5_hearing,Population,Disability,B18102_003E
890,Disability: Hearing Difficulty Male Under 5 with Disability: Hearing Difficulty,disability_mu5_hearingdifficulty,Population,Disability,B18102_004E
891,Disability: Hearing Difficulty Male Under 5 Without Disability: Hearing Difficulty,disability_mu5_nohearingdifficulty,Population,Disability,B18102_005E
892,Disability: Hearing Difficulty Male 5 to 17,disability_m5to17_hearing,Population,Disability,B18102_006E
893,Disability: Hearing Difficulty Male 5 to 17 with Disability: Hearing Difficulty,disability_m5to17_hearingdifficulty,Population,Disability,B18102_007E
894,Disability: Hearing Difficulty Male 5 to 17 Without Disability: Hearing Difficulty,disability_m5to17_nohearingdifficulty,Population,Disability,B18102_008E
895,Disability: Hearing Difficulty Male 18 to 34,disability_m18to34_hearing,Population,Disability,B18102_009E
896,Disability: Hearing Difficulty Male 18 to 34 with Disability: Hearing Difficulty,disability_m18to34_hearingdifficulty,Population,Disability,B18102_010E
897,Disability: Hearing Difficulty Male 18 to 34 Without Disability: Hearing Difficulty,disability_m18to34_nohearingdifficulty,Population,Disability,B18102_011E
898,Disability: Hearing Difficulty Male 35 to 64,disability_m35to64_hearing,Population,Disability,B18102_012E
899,Disability: Hearing Difficulty Male 35 to 64 with Disability: Hearing Difficulty,disability_m35to64_hearingdifficulty,Population,Disability,B18102_013E
900,Disability: Hearing Difficulty Male 35 to 64 Without Disability: Hearing Difficulty,disability_m35to64_nohearingdifficulty,Population,Disability,B18102_014E
901,Disability: Hearing Difficulty Male 65 to 74,disability_m65to74_hearing,Population,Disability,B18102_015E
902,Disability: Hearing Difficulty Male 65 to 74 with Disability: Hearing Difficulty,disability_m65to74_hearingdifficulty,Population,Disability,B18102_016E
903,Disability: Hearing Difficulty Male 65 to 74 Without Disability: Hearing Difficulty,disability_m65to74_nohearingdifficulty,Population,Disability,B18102_017E
904,Disability: Hearing Difficulty Male 75+,disability_m75+_hearing,Population,Disability,B18102_018E
905,Disability: Hearing Difficulty Male 75+ with Disability: Hearing Difficulty,disability_m75+_hearingdifficulty,Population,Disability,B18102_019E
906,Disability: Hearing Difficulty Male 75+ Without Disability: Hearing Difficulty,disability_m75+_nohearingdifficulty,Population,Disability,B18102_020E
907,Disability: Hearing Difficulty Total Female,disability_totalfemale_hearing,Population,Disability,B18102_021E
908,Disability: Hearing Difficulty Female Under 5,disability_fu5_hearing,Population,Disability,B18102_022E
909,Disability: Hearing Difficulty Female Under 5 with Disability: Hearing Difficulty,disability_fu5_hearingdifficulty,Population,Disability,B18102_023E
910,Disability: Hearing Difficulty Female Under 5 Without Disability: Hearing Difficulty,disability_fu5_nohearingdifficulty,Population,Disability,B18102_024E
911,Disability: Hearing Difficulty Female 5 to 17,disability_f5to17_hearing,Population,Disability,B18102_025E
912,Disability: Hearing Difficulty Female 5 to 17 with Disability: Hearing Difficulty,disability_f5to17_hearingdifficulty,Population,Disability,B18102_026E
913,Disability: Hearing Difficulty Female 5 to 17 Without Disability: Hearing Difficulty,disability_f5to17_nohearingdifficulty,Population,Disability,B18102_027E
914,Disability: Hearing Difficulty Female 18 to 34,disability_f18to34_hearing,Population,Disability,B18102_028E
915,Disability: Hearing Difficulty Female 18 to 34 with Disability: Hearing Difficulty,disability_f18to34_hearingdifficulty,Population,Disability,B18102_029E
916,Disability: Hearing Difficulty Female 18 to 34 Without Disability: Hearing Difficulty,disability_f18to34_nohearingdifficulty,Population,Disability,B18102_030E
917,Disability: Hearing Difficulty Female 35 to 64,disability_f35to64_hearing,Population,Disability,B18102_031E
918,Disability: Hearing Difficulty Female 35 to 64 with Disability: Hearing Difficulty,disability_f35to64_hearingdifficulty,Population,Disability,B18102_032E
919,Disability: Hearing Difficulty Female 35 to 64 Without Disability: Hearing Difficulty,disability_f35to64_nohearingdifficulty,Population,Disability,B18102_033E
920,Disability: Hearing Difficulty Female 65 to 74,disability_f65to74_hearing,Population,Disability,B18102_034E
921,Disability: Hearing Difficulty Female 65 to 74 with Disability: Hearing Difficulty,disability_f65to74_hearingdifficulty,Population,Disability,B18102_035E
922,Disability: Hearing Difficulty Female 65 to 74 Without Disability: Hearing Difficulty,disability_f65to74_nohearingdifficulty,Population,Disability,B18102_036E
923,Disability: Hearing Difficulty Female 75+,disability_f75+_hearing,Population,Disability,B18102_037E
924,Disability: Hearing Difficulty Female 75+ with Disability: Hearing Difficulty,disability_f75+_hearingdifficulty,Population,Disability,B18102_038E
925,Disability: Hearing Difficulty Female 75+ Without Disability: Hearing Difficulty,disability_f75+_nohearingdifficulty,Population,Disability,B18102_039E
926,Disability: Vision Difficulty Status by Sex by Age Total Series,disability_sexbyage_vision_total_series,Population,Disability,B18103_001E
927,Disability: Vision Difficulty Total Male,disability_totalmale_vision,Population,Disability,B18103_002E
928,Disability: Vision Difficulty Male Under 5,disability_mu5_vision,Population,Disability,B18103_003E
929,Disability: Vision Difficulty Male Under 5 with Disability: Vision Difficulty,disability_mu5_visiondifficulty,Population,Disability,B18103_004E
930,Disability: Vision Difficulty Male Under 5 Without Disability: Vision Difficulty,disability_mu5_novisiondifficulty,Population,Disability,B18103_005E
931,Disability: Vision Difficulty Male 5 to 17,disability_m5to17_vision,Population,Disability,B18103_006E
932,Disability: Vision Difficulty Male 5 to 17 with Disability: Vision Difficulty,disability_m5to17_visiondifficulty,Population,Disability,B18103_007E
933,Disability: Vision Difficulty Male 5 to 17 Without Disability: Vision Difficulty,disability_m5to17_novisiondifficulty,Population,Disability,B18103_008E
934,Disability: Vision Difficulty Male 18 to 34,disability_m18to34_vision,Population,Disability,B18103_009E
935,Disability: Vision Difficulty Male 18 to 34 with Disability: Vision Difficulty,disability_m18to34_visiondifficulty,Population,Disability,B18103_010E
936,Disability: Vision Difficulty Male 18 to 34 Without Disability: Vision Difficulty,disability_m18to34_novisiondifficulty,Population,Disability,B18103_011E
937,Disability: Vision Difficulty Male 35 to 64,disability_m35to64_vision,Population,Disability,B18103_012E
938,Disability: Vision Difficulty Male 35 to 64 with Disability: Vision Difficulty,disability_m35to64_visiondifficulty,Population,Disability,B18103_013E
939,Disability: Vision Difficulty Male 35 to 64 Without Disability: Vision Difficulty,disability_m35to64_novisiondifficulty,Population,Disability,B18103_014E
940,Disability: Vision Difficulty Male 65 to 74,disability_m65to74_vision,Population,Disability,B18103_015E
941,Disability: Vision Difficulty Male 65 to 74 with Disability: Vision Difficulty,disability_m65to74_visiondifficulty,Population,Disability,B18103_016E
942,Disability: Vision Difficulty Male 65 to 74 Without Disability: Vision Difficulty,disability_m65to74_novisiondifficulty,Population,Disability,B18103_017E
943,Disability: Vision Difficulty Male 75+,disability_m75+_vision,Population,Disability,B18103_018E
944,Disability: Vision Difficulty Male 75+ with Disability: Vision Difficulty,disability_m75+_visiondifficulty,Population,Disability,B18103_019E
945,Disability: Vision Difficulty Male 75+ Without Disability: Vision Difficulty,disability_m75+_novisiondifficulty,Population,Disability,B18103_020E
946,Disability: Vision Difficulty Total Female,disability_totalfemale_vision,Population,Disability,B18103_021E
947,Disability: Vision Difficulty Female Under 5,disability_fu5_vision,Population,Disability,B18103_022E
948,Disability: Vision Difficulty Female Under 5 with Disability: Vision Difficulty,disability_fu5_visiondifficulty,Population,Disability,B18103_023E
949,Disability: Vision Difficulty Female Under 5 Without Disability: Vision Difficulty,disability_fu5_novisiondifficulty,Population,Disability,B18103_024E
950,Disability: Vision Difficulty Female 5 to 17,disability_f5to17_vision,Population,Disability,B18103_025E
951,Disability: Vision Difficulty Female 5 to 17 with Disability: Vision Difficulty,disability_f5to17_visiondifficulty,Population,Disability,B18103_026E
952,Disability: Vision Difficulty Female 5 to 17 Without Disability: Vision Difficulty,disability_f5to17_novisiondifficulty,Population,Disability,B18103_027E
953,Disability: Vision Difficulty Female 18 to 34,disability_f18to34_vision,Population,Disability,B18103_028E
954,Disability: Vision Difficulty Female 18 to 34 with Disability: Vision Difficulty,disability_f18to34_visiondifficulty,Population,Disability,B18103_029E
955,Disability: Vision Difficulty Female 18 to 34 Without Disability: Vision Difficulty,disability_f18to34_novisiondifficulty,Population,Disability,B18103_030E
956,Disability: Vision Difficulty Female 35 to 64,disability_f35to64_vision,Population,Disability,B18103_031E
957,Disability: Vision Difficulty Female 35 to 64 with Disability: Vision Difficulty,disability_f35to64_visiondifficulty,Population,Disability,B18103_032E
958,Disability: Vision Difficulty Female 35 to 64 Without Disability: Vision Difficulty,disability_f35to64_novisiondifficulty,Population,Disability,B18103_033E
959,Disability: Vision Difficulty Female 65 to 74,disability_f65to74_vision,Population,Disability,B18103_034E
960,Disability: Vision Difficulty Female 65 to 74 with Disability: Vision Difficulty,disability_f65to74_visiondifficulty,Population,Disability,B18103_035E
961,Disability: Vision Difficulty Female 65 to 74 Without Disability: Vision Difficulty,disability_f65to74_novisiondifficulty,Population,Disability,B18103_036E
962,Disability: Vision Difficulty Female 75+,disability_f75+_vision,Population,Disability,B18103_037E
963,Disability: Vision Difficulty Female 75+ with Disability: Vision Difficulty,disability_f75+_visiondifficulty,Population,Disability,B18103_038E
964,Disability: Vision Difficulty Female 75+ Without Disability: Vision Difficulty,disability_f75+_novisiondifficulty,Population,Disability,B18103_039E
965,Disability: Cognitive Difficulty Status by Sex by Age Total Series,disability_sexbyage_cognitive_total_series,Population,Disability,B18104_001E
966,Disability: Cognitive Difficulty Total Male,disability_totalmale_cognitive,Population,Disability,B18104_002E
967,Disability: Cognitive Difficulty Male 5 to 17,disability_m5to17_cognitive,Population,Disability,B18104_003E
968,Disability: Cognitive Difficulty Male 5 to 17 with Disability: Cognitive Difficulty,disability_m5to17_cognitivedifficulty,Population,Disability,B18104_004E
969,Disability: Cognitive Difficulty Male 5 to 17 Without Disability: Cognitive Difficulty,disability_m5to17_nocognitivedifficulty,Population,Disability,B18104_005E
970,Disability: Cognitive Difficulty Male 18 to 34,disability_m18to34_cognitive,Population,Disability,B18104_006E
971,Disability: Cognitive Difficulty Male 18 to 34 with Disability: Cognitive Difficulty,disability_m18to34_cognitivedifficulty,Population,Disability,B18104_007E
972,Disability: Cognitive Difficulty Male 18 to 34 Without Disability: Cognitive Difficulty,disability_m18to34_nocognitivedifficulty,Population,Disability,B18104_008E
973,Disability: Cognitive Difficulty Male 35 to 64,disability_m35to64_cognitive,Population,Disability,B18104_009E
974,Disability: Cognitive Difficulty Male 35 to 64 with Disability: Cognitive Difficulty,disability_m35to64_cognitivedifficulty,Population,Disability,B18104_010E
975,Disability: Cognitive Difficulty Male 35 to 64 Without Disability: Cognitive Difficulty,disability_m35to64_nocognitivedifficulty,Population,Disability,B18104_011E
976,Disability: Cognitive Difficulty Male 65 to 74,disability_m65to74_cognitive,Population,Disability,B18104_012E
977,Disability: Cognitive Difficulty Male 65 to 74 with Disability: Cognitive Difficulty,disability_m65to74_cognitivedifficulty,Population,Disability,B18104_013E
978,Disability: Cognitive Difficulty Male 65 to 74 Without Disability: Cognitive Difficulty,disability_m65to74_nocognitivedifficulty,Population,Disability,B18104_014E
979,Disability: Cognitive Difficulty Male 75+,disability_m75+_cognitive,Population,Disability,B18104_015E
980,Disability: Cognitive Difficulty Male 75+ with Disability: Cognitive Difficulty,disability_m75+_cognitivedifficulty,Population,Disability,B18104_016E
981,Disability: Cognitive Difficulty Male 75+ Without Disability: Cognitive Difficulty,disability_m75+_nocognitivedifficulty,Population,Disability,B18104_017E
982,Disability: Cognitive Difficulty Total Female,disability_totalfemale_cognitive,Population,Disability,B18104_018E
983,Disability: Cognitive Difficulty Female 5 to 17,disability_f5to17_cognitive,Population,Disability,B18104_019E
984,Disability: Cognitive Difficulty Female 5 to 17 with Disability: Cognitive Difficulty,disability_f5to17_cognitivedifficulty,Population,Disability,B18104_020E
985,Disability: Cognitive Difficulty Female 5 to 17 Without Disability: Cognitive Difficulty,disability_f5to17_nocognitivedifficulty,Population,Disability,B18104_021E
986,Disability: Cognitive Difficulty Female 18 to 34,disability_f18to34_cognitive,Population,Disability,B18104_022E
987,Disability: Cognitive Difficulty Female 18 to 34 with Disability: Cognitive Difficulty,disability_f18to34_cognitivedifficulty,Population,Disability,B18104_023E
988,Disability: Cognitive Difficulty Female 18 to 34 Without Disability: Cognitive Difficulty,disability_f18to34_nocognitivedifficulty,Population,Disability,B18104_024E
989,Disability: Cognitive Difficulty Female 35 to 64,disability_f35to64_cognitive,Population,Disability,B18104_025E
990,Disability: Cognitive Difficulty Female 35 to 64 with Disability: Cognitive Difficulty,disability_f35to64_cognitivedifficulty,Population,Disability,B18104_026E
991,Disability: Cognitive Difficulty Female 35 to 64 Without Disability: Cognitive Difficulty,disability_f35to64_nocognitivedifficulty,Population,Disability,B18104_027E
992,Disability: Cognitive Difficulty Female 65 to 74,disability_f65to74_cognitive,Population,Disability,B18104_028E
993,Disability: Cognitive Difficulty Female 65 to 74 with Disability: Cognitive Difficulty,disability_f65to74_cognitivedifficulty,Population,Disability,B18104_029E
994,Disability: Cognitive Difficulty Female 65 to 74 Without Disability: Cognitive Difficulty,disability_f65to74_nocognitivedifficulty,Population,Disability,B18104_030E
995,Disability: Cognitive Difficulty Female 75+,disability_f75+_cognitive,Population,Disability,B18104_031E
996,Disability: Cognitive Difficulty Female 75+ with Disability: Cognitive Difficulty,disability_f75+_cognitivedifficulty,Population,Disability,B18104_032E
997,Disability: Cognitive Difficulty Female 75+ Without Disability: Cognitive Difficulty,disability_f75+_nocognitivedifficulty,Population,Disability,B18104_033E
998,Disability: Ambulatory Difficulty Status by Sex by Age Total Series,disability_sexbyage_ambulatory_total_series,Population,Disability,B18105_001E
999,Disability: Ambulatory Difficulty Total Male,disability_totalmale_ambulatory,Population,Disability,B18105_002E
1000,Disability: Ambulatory Difficulty Male 5 to 17,disability_m5to17_ambulatory,Population,Disability,B18105_003E
1001,Disability: Ambulatory Difficulty Male 5 to 17 with Disability: Ambulatory Difficulty,disability_m5to17_ambulatorydifficulty,Population,Disability,B18105_004E
1002,Disability: Ambulatory Difficulty Male 5 to 17 Without Disability: Ambulatory Difficulty,disability_m5to17_noambulatorydifficulty,Population,Disability,B18105_005E
1003,Disability: Ambulatory Difficulty Male 18 to 34,disability_m18to34_ambulatory,Population,Disability,B18105_006E
1004,Disability: Ambulatory Difficulty Male 18 to 34 with Disability: Ambulatory Difficulty,disability_m18to34_ambulatorydifficulty,Population,Disability,B18105_007E
1005,Disability: Ambulatory Difficulty Male 18 to 34 Without Disability: Ambulatory Difficulty,disability_m18to34_noambulatorydifficulty,Population,Disability,B18105_008E
1006,Disability: Ambulatory Difficulty Male 35 to 64,disability_m35to64_ambulatory,Population,Disability,B18105_009E
1007,Disability: Ambulatory Difficulty Male 35 to 64 with Disability: Ambulatory Difficulty,disability_m35to64_ambulatorydifficulty,Population,Disability,B18105_010E
1008,Disability: Ambulatory Difficulty Male 35 to 64 Without Disability: Ambulatory Difficulty,disability_m35to64_noambulatorydifficulty,Population,Disability,B18105_011E
1009,Disability: Ambulatory Difficulty Male 65 to 74,disability_m65to74_ambulatory,Population,Disability,B18105_012E
1010,Disability: Ambulatory Difficulty Male 65 to 74 with Disability: Ambulatory Difficulty,disability_m65to74_ambulatorydifficulty,Population,Disability,B18105_013E
1011,Disability: Ambulatory Difficulty Male 65 to 74 Without Disability: Ambulatory Difficulty,disability_m65to74_noambulatorydifficulty,Population,Disability,B18105_014E
1012,Disability: Ambulatory Difficulty Male 75+,disability_m75+_ambulatory,Population,Disability,B18105_015E
1013,Disability: Ambulatory Difficulty Male 75+ with Disability: Ambulatory Difficulty,disability_m75+_ambulatorydifficulty,Population,Disability,B18105_016E
1014,Disability: Ambulatory Difficulty Male 75+ Without Disability: Ambulatory Difficulty,disability_m75+_noambulatorydifficulty,Population,Disability,B18105_017E
1015,Disability: Ambulatory Difficulty Total Female,disability_totalfemale_ambulatory,Population,Disability,B18105_018E
1016,Disability: Ambulatory Difficulty Female 5 to 17,disability_f5to17_ambulatory,Population,Disability,B18105_019E
1017,Disability: Ambulatory Difficulty Female 5 to 17 with Disability: Ambulatory Difficulty,disability_f5to17_ambulatorydifficulty,Population,Disability,B18105_020E
1018,Disability: Ambulatory Difficulty Female 5 to 17 Without Disability: Ambulatory Difficulty,disability_f5to17_noambulatorydifficulty,Population,Disability,B18105_021E
1019,Disability: Ambulatory Difficulty Female 18 to 34,disability_f18to34_ambulatory,Population,Disability,B18105_022E
1020,Disability: Ambulatory Difficulty Female 18 to 34 with Disability: Ambulatory Difficulty,disability_f18to34_ambulatorydifficulty,Population,Disability,B18105_023E
1021,Disability: Ambulatory Difficulty Female 18 to 34 Without Disability: Ambulatory Difficulty,disability_f18to34_noambulatorydifficulty,Population,Disability,B18105_024E
1022,Disability: Ambulatory Difficulty Female 35 to 64,disability_f35to64_ambulatory,Population,Disability,B18105_025E
1023,Disability: Ambulatory Difficulty Female 35 to 64 with Disability: Ambulatory Difficulty,disability_f35to64_ambulatorydifficulty,Population,Disability,B18105_026E
1024,Disability: Ambulatory Difficulty Female 35 to 64 Without Disability: Ambulatory Difficulty,disability_f35to64_noambulatorydifficulty,Population,Disability,B18105_027E
1025,Disability: Ambulatory Difficulty Female 65 to 74,disability_f65to74_ambulatory,Population,Disability,B18105_028E
